date,location,type,class
3/23/2022,"PNB & DJ Bakery Transformer  Time: 8:00 AM - 11:00 AM  Area: Song-song Uyugan Time: 1:00 PM - 5:00 PM  JANUARY 7, 2022 (FRIDAY) Area: Kayvaluganan (Uyugan) Time: 8:00 AM - 11:00 AM  Area: Tuhel ",BATANELCO,Public
3/23/2022,"Babat Tunga (Basco)   Time: 8:00 AM - 12:00 PM  JANUARY 12, 2022 (Wednesday) Area: Sayid Tunga (Ivana)  ",BATANELCO,Public
3/23/2022,"Dita St. & Vahangsion  Time: 8:00 AM - 11:00 AM.  Area : DAR office Sayad Time: 1:00 PM - 4:00 PM  JANUARY 27, 2022 (THURSDAY) Area: Kayvaluganan ( Basco)  ",BATANELCO,Public
3/23/2022,Ivana & Uyugan ,BATANELCO,Public
3/23/2022,Diptan & Diura Mahatao  ,BATANELCO,Public
3/23/2022,"Ivana & Uyugan Time: 7:00 AM - 12:00 PM  FEBRUARY 11, 2022 (FRIDAY) Area: Salagao ",BATANELCO,Public
3/23/2022,"Date/Time Restored: 02/13/2022, 10:10AM  -------------------------------------------  POWER INTERRUPTION Date/Time Off: 02/13/2022, 8:20AM Affected Area(s): Parts of Brgy. San Antonio Cause",BATANELCO,Public
3/23/2022,"Manaraw, Kayvaluganan Time: 8:00 AM - 5:00 PM  FEBRUARY 26, 2022 (SATURDAY) Area: BATAN ISLAND ",BATANELCO,Public
3/23/2022,FALSE,BATANELCO,Public
3/23/2022,FALSE,BATANELCO,Public
3/23/2022,"Time: NO DEFINITE TIME  Sta. Rosa & Sta. Maria Date: March 23-24,2022 (Wednesday, Thursday) Time: NO DEFINITE TIME  Sta. Lucia & San Rafael Date: March 25, 2022 (Friday) Time",BATANELCO,Public
3/23/2022,FALSE,BATANELCO,Public
3/23/2022," LGU BASCO & SDCBI Date: March 23, 2022 (Wednesday) ",BATANELCO,Public
3/24/2022,Time: 2:00 AM - 4,BATANELCO,Public
3/30/2022,FALSE,BATANELCO,Public
3/30/2022,Time: 8:00 AM - 12,BATANELCO,Public
2/18/2024,"DIURA Time: Anytime between           9:00 AM - 3:00 PM  APRIL 6, 2022 (WEDENSDAY) Area: DIURA Time: Anytime between           9:00 AM - 3:00 PM  APRIL 7, 2022 (THURSDAY) Area: IVANA & UYUGAN ",BATANELCO,Public
2/18/2024,San Antonio ,BATANELCO,Public
2/18/2024,Time: 6:00 AM - 8,BATANELCO,Public
2/18/2024,FALSE,BATANELCO,Public
2/18/2024, Whole BATAN Island Time: 4:30 AM - 8:00 AM  Parts of Kayhuvokan Time: 8:00 AM - 5,BATANELCO,Public
2/18/2024,FALSE,BATANELCO,Public
2/18/2024,FALSE,BATANELCO,Public
2/18/2024,FALSE,BATANELCO,Public
2/18/2024,FALSE,BATANELCO,Public
2/18/2024,FALSE,BATANELCO,Public
2/18/2024,"as reported:  1.Batan Feeder 2/South Feeder affecting Chanarian-Tukon, Mahatao, Ivana and Uyugan since July 25, 2023, 7:09 PM Remarks - Isolated the feeder in anticipation of stronger effects of typhoon  2.Ivatan Lodge Distribution Transformer affecting some parts of Brgy. Kaychanarianan, Basco since July 25, 2023, 7:15 PM Remarks - Restoration not yet possible due to typhoon  Remarks - Batan Feeder 1 affecting most of Basco's barangays (except for Ivatan Lodge DT) is still with power  SABTANG ISLAND Not yet confirmed as of July 26, 2023, 12:00 AM; Though, no power interruption was reported from the last update at 9:00 PM, July 25, 2023  ITBAYAT ISLAND 1.Kumayasakas Water Pump was isolated (manually off) at 11",BATANELCO,Public
2/18/2024,"as reported:  1.Batan Feeder 2/South Feeder affecting Chanarian-Tukon, Mahatao, Ivana and Uyugan since July 25, 2023, 7:09 PM Remarks - Isolated the feeder in anticipation of stronger effects of typhoon  2.Ivatan Lodge Distribution Transformer affecting some parts of Brgy. Kaychanarianan, Basco since July 25, 2023, 7:15 PM Remarks - Restoration not yet possible due to typhoon  Remarks - Batan Feeder 1 affecting most of Basco's barangays (except for Ivatan Lodge DT) is still with power  SABTANG ISLAND Not yet confirmed as of July 26, 2023, 12:00 AM; Though, no power interruption was reported from the last update at 9:00 PM, July 25, 2023  ITBAYAT ISLAND 1.Kumayasakas Water Pump was isolated (manually off) at 11",BATANELCO,Public
2/18/2024,"na nilahukan nila Ms. Marilys G. Ponce, ISD Manager at Ms. Syra Valiente, Information Officer bilang mga tagapagsalita.   Ang pinaigting na batas na ito ay inaasahang ipapatupad sa January 2024.  Narito ang ibang detalye patungkol sa Lifeline Rate   https",BATANELCO,Public
2/18/2024,Time: 7:00 AM - 5,BATANELCO,Public
2/23/2024,Time: 6:00 AM - 9,BATANELCO,Public
3/1/2024,Time: 8:00 AM - 12,BATANELCO,Public
3/8/2024,"Mun. Of Uyugan Time: 8:00 AM - 12:00 PM  Kayva-Uyugan Time: 8:00 AM - 5:00 PM  Date: March 8, 2024 (Friday) Mun. Of Basco Time: 3:00 AM - 8",BATANELCO,Public
3/8/2024,Mun. Of Itbayat Time: 8:00 AM - 5,BATANELCO,Public
3/15/2024,FALSE,BATANELCO,Public
3/15/2024,FALSE,BATANELCO,Public
3/15/2024,Mun. Of Itbayat Time: 5:00 AM - 8,BATANELCO,Public
3/15/2024, Vahangsion Time: 8:00 AM - 12,BATANELCO,Public
8/25/2023,"LIGAO FEEDER 2 AFFECTED AREAS:  (Portion) Doña Mercedez, Malipo, Sinungtan, Ongo, Palanas, Malobago, Pood, Balite, Batbat, Bololo, Cabaloaon.  ",ALECO,Public
8/28/2023,WASHINGTON FEEDER 3 (TAGUNTONG RECLOSER) ,ALECO,Public
8/30/2023,"BITANO FEEDER 2    AFFECTED AREAS: (12:00 MN - 8:00 AM)       Lateral of P2, Brgy. 17, Rizal St., Legazpi City    REASON:       ​To facilitate relocation of Lateral at P2, Brgy. 17, Rizal St., Legazpi City.     AFFECTED AREAS: (12:00 MN - 1:00 AM / 7:00 AM - 8:00 AM)       LEGAZPI       > (Portion) Bitano, (Portion) Kapantawan, (Portion) Dinagaan, Victory Village South, Victory Village North, Binanuahan West, Binanuahan East, Buragwis, Imperial Court Subd., Rizal Street, Lapu‐Lapu, Dap‐Dap, Puro, Lamba, Cabagñan East, Tinago, (Portion) Brgy. 17 - Rizal Street, Ilawod, Ilawod, (Portion) Cabagñan West, Cabagñan    ",ALECO,Public
8/30/2023,"WASHINGTON FEEDER 2 TIME DURATION: 8:00 AM - 5:00 PM (8hrs) AFFECTED AREAS:   (Lateral going to Sto. Cristo and San Roque Daraga, Albay) ",ALECO,Public
8/31/2023,"WASHINGTON FEEDER 1 AFFECTED AREAS: (Portion) Sagmin, Baño, Bagumbayan, Ilawod West, Ilawod Poblacion, Kawit-East Washington Drive, Rizal St., Ilawod, Ilawod, Cruzada ",ALECO,Public
9/2/2023,Washington Feeder 4 AFFECTED AREAS: DARAGA > Bagumbayan  ,ALECO,Public
9/3/2023,"BITANO FEEDER 2    AFFECTED AREAS: (12:00 MN - 8:00 AM)       Lateral of P2, Brgy. 17, Rizal St., Legazpi City    REASON:       ​To facilitate relocation of Lateral at P2, Brgy. 17, Rizal St., Legazpi City.    AFFECTED AREAS: (12:00 MN - 1:00 AM / 7:00 AM - 8:00 AM)       LEGAZPI       > (Portion) Bitano, (Portion) Kapantawan, (Portion) Dinagaan, Victory Village South, Victory Village North, Binanuahan West, Binanuahan East, Buragwis, Imperial Court Subd., Rizal Street, Lapu‐Lapu, Dap‐Dap, Puro, Lamba, Cabagñan East, Tinago, (Portion) Brgy. 17 - Rizal Street, Ilawod, Ilawod, (Portion) Cabagñan West, Cabagñan    ",ALECO,Public
9/2/2023,"MALINAO FEEDER 2 (Libjo, Tiwi Sectional)    AFFECTED AREAS:        Libjo, Cararayan, Naga, Putsan, Cale, Capantagan, Ogon, Santo Cristo, Panal, Nahulugan, Sugod, Lourdes, Bariis, Joroan, Matalibong, Misibis, Dapdap, Mayong          ",ALECO,Public
9/2/2023,POLANGUI FEEDER 2,ALECO,Public
9/2/2023,POLANGUI FEEDER 1 & 3 TIME DURATION: 8:00 PM - 9:00 PM (1hr) AFFECTED AREAS: Whole Polangui Feeders 1 & 3 Areas ,ALECO,Public
9/3/2023,WASHINGTON FEEDER 4 ,ALECO,Public
9/4/2023,TABACO FEEDER 3 ,ALECO,Public
9/4/2023,LIGAO FEEDER 4,ALECO,Public
9/6/2023,"BITANO FEEDER 4    AFFECTED AREAS: 8:00 AM - 8:30 AM / 4:30  PM to 5:00 PM    LEGAZPI       > Tamaoyan, Bagong Abre    REASON: To isolate boundary of Bigaa/Arimbay line section     AFFECTED AREAS: 8:00 AM - 5:00 PM    LEGAZPI       > Bigaa, Padang, Buyuan, Bonga, Matanag, Mabinit, Arimbay,    DARAGA       > Bañadero, Matnog          ",ALECO,Public
9/7/2023,"WASHINGTON FEEDER 2 AFFECTED AREAS: 8:00 AM - 9:00 AM  ​ ​ DARAGA  ​ ​ > Salvacion, Mi-isi  ​ ​ CAMALIG  ​ ​ > Cabagñan, Salugan, Sua, Tumpa, Quirangay, Brgy. 1-7, Ilawod, Libod, Sumlang, Gapo, Ligban, Tinago, Gotob, Tagoytoy  ​ ​ GUINOBATAN  ​ ​ > Minto  ​ ​ REASON:  ​ ​ - To facilitae isolation of Tagaytay, 3 Phase Sectional ​ AFFECTED AREAS: 8:00 AM - 5:00 PM  ​ ​ CAMALIG  ​ ​ > Tagaytay, Anoling, Bariw, Palanog, Bantonan, (Portion) Caguiba, Binanderahan, Calabidongan, Quitinday, Mina, Cabraran Pequeño, Baligang, Taladong, Bongabong, Quinartilan, Comun, Cotmon, Solong, Maninila, Del Rosario, Panoypoy, Taplacon, Taloto, Mabunga, Magogon, Binitayan  ​ ​ JOVELLAR  ​ ​ > (Portion) Florista, San Isidro, San Roque, Salvacion  ​ ​ ",ALECO,Public
9/7/2023,TABACO FEEDER 2 ,ALECO,Public
9/8/2023,"LIGAO FEEDER 2    AFFECTED AREAS: 9:00 AM - 9:30 AM    - WHOLE COVERAGE AREA OF LIGAO FEEDER 2     REASON:    - Isolation of line section at Quitago, Guinobatan     AFFECTED AREAS: 9:00 AM - 5:00 PM    GUINOBATAN    > (Portion) Mauraro, Agpay, Balite, Batbat, Bololo, Doña Mercedes, Malipo, Malobago, Mapaco, Marcial O. Rañola (Cabaloaon), Mauraro, Ongo, Palanas, Pood, Quibongbongan, Quitago, Sinungtan     CAMALIG    > (Portion) Binanderahan, Cabraran Pequeño, Iluluan, Manawan, Miti, Pariaan     JOVELLAR    > Bagacay, Bautista, Brgy. 1-9, Cabraran, Lilibdon, Maogog, San Vicente, Sinagaran, Villa Paz     ",ALECO,Public
9/9/2023,"TABACO FEEDER 4 - SAN VICENTE (LINE SECTION) AFFECTED AREAS: 8:00 AM - 5:00 PM    TABACO    > (Portion) San Vicente, San Antonio, San Isidro, Oson, Magapo, Bonot, Buhian, Quinastillojan, Bantayan, Namutnga, Tabiguian, Buang, Oas, Sua-Igot, Ogob, Jaro, Estancia, Labnig, Awang ",ALECO,Public
9/8/2023,LIGAO FEEDER 1 AFFECTED AREAS: PALAPAS SECTIONAL  ,ALECO,Public
9/8/2023,WASHINGTON FEEDER 2 AFFECTED AREAS:  (SALVACION RECLOSER GOING TO CAMALIG AND PORTION OF JOVELLAR & MINTO GUINOBATAN)  ,ALECO,Public
9/8/2023,TABACO FEEDER 3 AFFECTED AREAS:  (SAN JOSE RECLOSER ),ALECO,Public
9/9/2023,WASHINGTON FEEDER 3 ,ALECO,Public
9/9/2023,LIGAO FEEDER 1,ALECO,Public
9/9/2023,Polangui Feeder 4 ,ALECO,Public
9/12/2023,"LIGAO FEEDER 2    AFFECTED AREAS: 9:00 AM - 9:30 AM    - WHOLE COVERAGE AREA OF LIGAO FEEDER 2    REASON:    - Isolation of line section at Quitago, Guinobatan    AFFECTED AREAS: 9:00 AM - 5:00 PM    GUINOBATAN    > (Portion) Mauraro, Agpay, Balite, Batbat, Bololo, Doña Mercedes, Malipo, Malobago, Mapaco, Marcial O. Rañola (Cabaloaon), Mauraro, Ongo, Palanas, Pood, Quibongbongan, Quitago, Sinungtan    CAMALIG    > (Portion) Binanderahan, Cabraran Pequeño, Iluluan, Manawan, Miti, Pariaan    JOVELLAR    > Bagacay, Bautista, Brgy. 1-9, Cabraran, Lilibdon, Maogog, San Vicente, Sinagaran, Villa Paz    ",ALECO,Public
9/13/2023,"LIGAO FEEDER 1 AFFECTED AREAS: 8:00 AM - 8:30 AM     WHOLE COVERAGE AREA OF LIGAO FEEDER 1     REASON:    - To isolate line section at Sitio Tibangray Tinampo, Ligao  AFFECTED AREAS: 8:00 AM - 5:00 PM    LIGAO    > Tinampo, Tula‐tula Grande, Tula‐tula Pequeño, Culliat, Allang, San Vicente, Francia, Paulba, Tandarura, Busac, Oma‐oma, Tupas, Tiongson, Malama, Abella, Bacong, Balanac, Palapas, Maonon     OAS    > San Juan, San Isidro, San Vicente (Suca), Pistola, Calpi, Camagong, Gumabao, Coliat, Banao, Del Rosario, Tobgon, Badbad, Ramay, Mayag, Bangiawon, Moroponros, San Pascual (Nale), San Miguel, Talisay, San Jose, Tablon, San Antonio, Casinagan, Calaguimit     PIODURAN    > Buyo, Flores, La Medalla, Lawinon, Macasitas, Malapay, Malidong, Mamlad, Marigondon, Matanglad, Nablangbulod, Oringon, Panganiran, Rawis, Salvacion, Santo Cristo, Sukip, Tibabo     ",ALECO,Public
9/15/2023,"LIGAO FEEDER 4 AFFECTED AREAS: 8:00 AM - 8:30 AM     WHOLE COVERAGE AREA OF LIGAO FEEDER 4     REASON:    - To isolate line section at Tuburan, Ligao  AFFECTED AREAS: 8:00 AM - 5:00 PM    LIGAO    > Bay, Batang, Binanowan, Nabonton, Basag, Tambo, Baligang, Amtic, Nasisi, Herrera, Barayon, Busay     OAS    > (Portion) Tuburan, Balogo     ",ALECO,Public
9/14/2023,BITANO FEEDER 4 ,ALECO,Public
9/15/2023,TABACO FEEDER 3 ,ALECO,Public
9/15/2023,LIGAO FEEDER 3 ,ALECO,Public
9/15/2023,POLANGUI FEEDER 1 ,ALECO,Public
9/16/2023,POLANGUI FEEDER 4 ,ALECO,Public
9/18/2023,WASHINGTON FEEDER 2 ,ALECO,Public
9/18/2023,WASHINGTON FEEDER 2  ,ALECO,Public
9/22/2023,Washington Feeder 4 AFFECTED AREAS: DARAGA > Bagumbayan ,ALECO,Public
9/19/2023,SANTA MISERICORDIA FEEDER 1 ,ALECO,Public
9/19/2023,WASHINGTON FEEDER 2 ,ALECO,Public
9/22/2023,"TABACO SUBSTATION FEEDER 3 AFFECTED AREAS:     BACACAY    > Baclayon, Banao, Barangay 1-14 (Poblacion), Basud,    Bayandong, Cajogutan, Gubat Ilawod, Gubat Iraya, Hindi,    Igang, Panarayon, Pili Ilawod, Pili Iraya, San Pedro, Sogod,    Vinisitahan‐Basud (Mainland)     MALILIPOT    > (Portion) San Jose, Barangay I-V (Poblacion), Binitayan,    Canaway, San Francisco, San Isidro Ilawod, San Isidro Iraya,    Santa Cruz, Santa Teresa     TABACO    > (Portion) Bagumbayan, (Portion) Basud, (Portion) Panal,    (Portion) San Lorenzo, (Portion) Tagas  ",ALECO,Public
9/22/2023,WASHINGTON FEEDER 3,ALECO,Public
9/22/2023,WASHINGTON FEEDER 3 ,ALECO,Public
9/23/2023,LIGAO FEEDER 1 ,ALECO,Public
9/23/2023,SANTA MISERICORDIA FEEDER 1 & 2  ,ALECO,Public
9/23/2023,SANTA MISERICORDIA FEEDER 2,ALECO,Public
9/27/2023,"LIGAO FEEDER 1 AFFECTED AREAS: 8:00 AM - 8:30 AM    WHOLE COVERAGE AREA OF LIGAO FEEDER 1    REASON:    - To isolate line section at Sitio Tibangray Tinampo, Ligao.  AFFECTED AREAS: 8:00 AM - 5:00 PM    LIGAO    - Abella, Allang, Bacong, Balanac, Busac, Culliat, Francia, Malama, Oma‐oma, Palapas, Paulba, San Vicente, Tandarura, Tinampo, Tiongson, Tula‐tula Grande, Tula‐tula Pequeño, Tupas    OAS    - Badbad, Banao, Bangiawon, Calaguimit, Calpi, Camagong, Casinagan, Coliat, Del Rosario, Gumabao, Mayag, Moroponros, Pistola, Ramay, San Antonio, San Isidro, San Jose, San Juan, San Miguel, San Pascual (Nale), San Vicente (Suca), Tablon, Talisay, Tobgon    PIODURAN    - Agol, Alabangpuro, Banawan (Binawan), Barangay I-V(Poblacion), Basicao Coastal, Basicao Interior, Binodegahan, Buenavista, Buyo, Caratagan, Cuyaoyao, Flores, La Medalla, Lawinon, Macasitas, Malapay, Malidong, Mamlad, Marigondon, Matanglad, Nablangbulod, Oringon, Palapas, Panganiran, Rawis, Salvacion, Santo Cristo, Sukip, Tibabo    ",ALECO,Public
9/26/2023,WASHINGTON FEEDER 4 ,ALECO,Public
9/27/2023,TABACO FEEDER 2 ,ALECO,Public
9/27/2023,LIGAO FEEDER 4,ALECO,Public
10/1/2023,WASHINGTON FEEDER 4,ALECO,Public
10/3/2023,LIGAO FEEDER 3 AFFECTED AREAS:     LIGAO    > (Portion) Mahaba     OAS    > San Ramon  ,ALECO,Public
10/3/2023,SANTA MISERICORDIA FEEDER 2,ALECO,Public
10/4/2023,SANTA MISERICORDIA FEEDER 1 (DAMACAN RECLOSER),ALECO,Public
10/4/2023,"POLANGUI FEEDER 1 AFFECTED AREAS:  Kinuartilan,La Medalla, Lourdes  ",ALECO,Public
10/6/2023,SANTA MISERICORDIA FEEDER 1 (JUNGLE BEACH RECLOSER) ,ALECO,Public
10/6/2023,WASHINGTON FEEDER 2 TIME DURATION: 11:00 PM-12:00 MN (1 HOUR) ,ALECO,Public
10/7/2023,LIGAO FEEDER1 ,ALECO,Public
10/7/2023,WASHINGTON FEEDER 2 (SALVACION RECLOSER) ,ALECO,Public
10/8/2023,WASHINGTON FEEDER 4 (Isolated at Anislag going to Canarom),ALECO,Public
10/8/2023,WASHINGTON FEEDER 3 (TAGUNTONG RECLOSER) ,ALECO,Public
10/8/2023,LIGAO FEEDER 1,ALECO,Public
10/10/2023,WASHINGTON FEEDER 3  AFFECTED AREAS:  ( WHOLE MANITO ALBAY ) ,ALECO,Public
10/10/2023,Washington Feeder 3 (Tagungtong Recloser),ALECO,Public
10/11/2023,LIGAO FEEDER 3 ,ALECO,Public
10/11/2023,Washington Feeder 2 ,ALECO,Public
10/11/2023,POLANGUI FEEDER 1 & 4 ,ALECO,Public
10/12/2023,LIGAO FEEDER 1 ,ALECO,Public
10/14/2023,SANTA MISERICORDIA FEEDER 2,ALECO,Public
10/14/2023,LIGAO FEEDER 2 ,ALECO,Public
10/15/2023,LIGAO FEEDER 1,ALECO,Public
10/15/2023,LIGAO FEEDER 1,ALECO,Public
10/16/2023,TABACO FEEDER 2 ( ISOLATED BARANGHAWON TO COMON TABACO) ,ALECO,Public
10/16/2023,WASHINTONG FEEDER 2 ,ALECO,Public
10/16/2023,TABACO FEEDER 1 ,ALECO,Public
10/16/2023,BITANO FEEDER 4 (RAWIS RECLOSER),ALECO,Public
10/17/2023,BITANO FEEDER 2 ,ALECO,Public
10/21/2023,"LIGAO FEEDER 1 AFFECTED AREAS: 8:00 AM - 8:30 AM  WHOLE COVERAGE AREA OF LIGAO FEEDER 1  REASON: - To isolate line section at Allang, Ligao  AFFECTED AREAS: 8:00 AM - 5:00 PM LIGAO > Abella, Allang, Bacong, Balanac, Busac, Francia, Malama, Maonon, Oma‐oma, Palapas, Paulba, San, Vicente, Tandarura, Tiongson, Tupas  OAS > Calaguimit, Casinagan, San Antonio, San Jose, San Miguel, San Pascual (Nale), Tablon, Talisay  PIODURAN > Agol, Alabangpuro, Banawan (Binawan), Barangay I (Poblacion), Barangay II (Poblacion), Barangay III (Poblacion), Barangay IV (Poblacion), Barangay V (Poblacion), Basicao Coastal, Basicao Interior, Binodegahan, Buenavista, Buyo, Caratagan, Cuyaoyao, Flores, La Medalla, Lawinon, Macasitas, Malapay, Malidong, Mamlad, Marigondon, Matanglad, Nablangbulod, Oringon, Palapas, Panganiran, Rawis, Salvacion, Santo Cristo, Sukip, Tibabo  ",ALECO,Public
10/18/2023,POLANGUI FEEDER 3,ALECO,Public
10/19/2023,MALINAO FEEDER 1 (Fault Location at Alindeco) ,ALECO,Public
10/20/2023,POLANGUI FEEDER 2  ,ALECO,Public
10/20/2023,WASHINGTON FEEDER 2 (SALVACION RECLOSER),ALECO,Public
10/20/2023,MALINAO FEEDER 1 ,ALECO,Public
10/21/2023,LIGAO FEEDER 1 ,ALECO,Public
10/22/2023,WASHINGTON FEEDER 2 (SALVACION RECLOSER) ,ALECO,Public
10/22/2023,WASHINGTON FEEDER 2 ,ALECO,Public
10/23/2023,STA. MISERICORDIA FEEDER 1 (BAPA RAWIS SAN MIGUEL ISLAND) ,ALECO,Public
10/23/2023,BITANO FEEDER 4 (ISOLATED SAN JOAQUIN SECTIONAL) ,ALECO,Public
10/25/2023,"LIGAO FEEDER 4 AFFECTED AREAS: 8:30 AM - 4:30 PM LIGAO > Portion of Herrera, Barayong, Busay OAS > Balogo ",ALECO,Public
10/26/2023,"LIGAO FEEDER 2 - Lower Binogsacan Sectional AFFECTED AREAS: 8:30 AM - 4:30 PM GUINOBATAN    > (Portion) Lower Binogsacan, Upper Binogsacan, Catomag, Lomacao ",ALECO,Public
10/26/2023,BITANO FEEDER 2 ,ALECO,Public
10/28/2023,"WASHINGTON FEEDER 2 AFFECTED AREAS: 8:00 AM to 5:00 PM    DARAGA    - Salvacion, Mi-isi     CAMALIG    - Cabagñan. Salugan, Sua, Tumpa, Quirangay, Barangay 1-7, Ilawod, Libod, Tagytay, Anoling, Bariw, Palanog, Bantonan, Caguiba, (Portion) Binanderahan, Calabidongan, Quitinday, Mina, Cabraran Pequeño, Sumlang, Gapo, Ligban, Quinuartilan, Tinago, Baligang, Taladong, Bongabong, Gotob, Comun, Binitayan, Tagoytoy, Cotmon, Solong, Maninila, Del Rosario, Panoypoy, Taplacon, Taloto, Mabunga, Magogon     JOVELLAR    - (Portion) Florista, San Isidro, San Roque, Salvacion     GUINOBATAN    - Minto  ",ALECO,Public
10/27/2023,WASHINGTON FEEDER 3 (TAGONTONG RECLOSER) ,ALECO,Public
10/29/2023,LIGAO FEEDER 2  ,ALECO,Public
10/30/2023,BITANO FEEDER 4  ,ALECO,Public
10/31/2023,LIGAO FEEDER 1 ,ALECO,Public
11/4/2023,"Bitano Feeder 4 AFFECTED AREAS:     LEGAZPI    - Tamaoyan, Pawa, Dita, San Joaquin, Arimbay,    Bagong Abre, Bigaa, Padang, Buyuan, Bonga,    Matanag, Mabinit     DARAGA    - Bañadero, Matnog  ",ALECO,Public
11/1/2023,"WASHINGTON FEEDER 1  DATE: NOVEMBER 1, 2023 ",ALECO,Public
11/1/2023,LIGAO FEEDER 2 ,ALECO,Public
11/1/2023,"SANTA MISERICORDIA FEEDER 2  DATE: NOVEMBER 1, 2023 ",ALECO,Public
11/2/2023,TABACO FEEDER 2 (SAN JUAN) & TABACO FEEDER 3 ,ALECO,Public
11/2/2023,BITANO FEEDER 3 & 4 ,ALECO,Public
11/4/2023,WASHINGTON FEEDER 1 ,ALECO,Public
11/4/2023,MALINAO & TABACO ALL FEEDERS ,ALECO,Public
11/5/2023,WASHINGTON FEEDER 2  ,ALECO,Public
11/5/2023,POLANGUI FEEDER 2 (MAGALLANG RECLOSER),ALECO,Public
11/5/2023,LIGAO FEEDER 1 ,ALECO,Public
11/6/2023,WASHINGTON FEEDER 3(TAGUNTONG RECLOSER) ,ALECO,Public
11/6/2023,BITANOR FEEDER 4 (RAWIS RECLOSER),ALECO,Public
11/8/2023,WASHINGTON FEEDER 2 ,ALECO,Public
11/8/2023,BITANO FEEDER 4 ,ALECO,Public
11/9/2023,WASHINGTON FEEDER 2 ,ALECO,Public
11/11/2023,"Washington Feeder 2 AFFECTED AREAS:     DARAGA    - (Portion) Bogtong, San Roque, Malobago, Kilicao, Tagas, Maroroy, Binitayan, Bañag, Cullat, Bongalon, Busay, Pandan, Lacag, Malabog, Budiao, Alcala, Salvacion, Mi-isi     CAMALIG    - All Baranggay of Camalig     JOVELLAR    - (Portion) Florista, (Portion) San Isidro, (Portion) San Roque, (Portion) Salvacion     GUINOBATAN    - Minto  ",ALECO,Public
11/11/2023,WASHINGTON FEEDER 2 ,ALECO,Public
11/13/2023,BITANO FEEDER 2 ,ALECO,Public
11/14/2023,WASHINGTON FEEDER 4 ,ALECO,Public
11/14/2023,BITANO FEEDER 2 ,ALECO,Public
11/15/2023,BITANO FEEDER 2 ,ALECO,Public
11/16/2023,WASHINGTON FEEDER 3 ,ALECO,Public
11/18/2023,"STA. MISERICORDIA FEEDER 2 AFFECTED AREAS:     STO. DOMINGO    - Lidong, (Portion) Sta. Misericordia, (Portion) Fidel Surtida,    (Portion) San Isidro, San Fernando     BACACAY    - Upper Bonga, Lower Bonga     MALILIPOT    - San Roque, Calbayog, (Portion) San Jose ",ALECO,Public
